CustomerID,InvoiceDate,Quantity,UnitPrice,TotalAmount,Country,ProductCategory
C1449,2023-08-01 00:00:00,1,38.14,38.14,UK,Beauty
C1365,2022-11-17 00:00:00,1,856.24,856.24,,Electronics
C0160,2022-12-09 00:00:00,1,124.34,124.34,UK,Clothing
C0060,2022-01-04 00:00:00,1,47.25,47.25,,Beauty
C0933,2022-09-11 00:00:00,1,42.1,42.1,Netherlands,Clothing
C0512,2022-12-03 00:00:00,1,420.73,420.73,France,Electronics
C0202,2023-03-27 00:00:00,1,34.6,34.6,UK,Books
C0491,2023-01-12 00:00:00,1,58.52,58.52,Spain,Home & Garden
C0046,2022-01-04 00:00:00,1,19.24,19.24,UK,Books
C1340,2022-06-01 00:00:00,1,343.2,343.2,UK,Sports
C0446,2023-05-06 00:00:00,1,588.01,588.01,UK,Sports
C1136,2022-06-25 00:00:00,1,87.22,87.22,Germany,Beauty
C1593,2022-12-08 00:00:00,1,226.19,226.19,France,Sports
C0162,2023-02-02 00:00:00,1,43.15,43.15,UK,Books
C0412,2022-07-05 00:00:00,1,36.26,36.26,UK,Books
C1378,2022-11-07 00:00:00,1,125.65,125.65,France,Sports
C0680,2023-02-20 00:00:00,1,6.3,6.3,,Books
C0345,2022-09-11 00:00:00,1,106.39,106.39,Germany,Home & Garden
C0431,2022-10-19 00:00:00,1,31.41,31.41,UK,Beauty
C1318,2022-06-17 00:00:00,1,51.97,51.97,Germany,Beauty
C0688,2022-06-30 00:00:00,1,202.97,202.97,France,Home & Garden
C0305,2022-12-24 00:00:00,1,275.93,275.93,Netherlands,Home & Garden
C1359,2023-04-01 00:00:00,1,43.0,43.0,France,Books
C0126,2022-05-23 00:00:00,2,22.83,45.66,Netherlands,Clothing
C0890,2022-09-07 00:00:00,1,685.76,685.76,UK,Electronics
C0499,2022-12-17 00:00:00,1,30.09,30.09,UK,Books
C0299,2023-05-15 00:00:00,4,73.59,294.36,France,Beauty
C0366,2022-09-18 00:00:00,1,187.44,187.44,UK,Clothing
C0449,2022-07-10 00:00:00,1,165.76,165.76,Netherlands,Electronics
C1101,2022-06-06 00:00:00,1,62.82,62.82,France,Beauty
C0851,2022-06-27 00:00:00,1,297.25,297.25,,Home & Garden
C0869,2023-07-22 00:00:00,1,149.91,149.91,UK,Home & Garden
C1403,2022-05-10 00:00:00,4,97.19,388.76,France,Electronics
C1494,2022-09-29 00:00:00,1,108.9,108.9,France,Home & Garden
C0982,2022-02-19 00:00:00,1,48.39,48.39,Germany,Home & Garden
C0775,2022-04-19 00:00:00,1,285.21,285.21,UK,Home & Garden
C1639,2022-04-06 00:00:00,1,351.26,351.26,UK,Sports
C1588,2022-11-02 00:00:00,1,179.52,179.52,Netherlands,Home & Garden
C1850,2023-01-12 00:00:00,1,44.52,44.52,UK,Books
C1740,2022-10-14 00:00:00,1,92.5,92.5,UK,Clothing
C1486,2022-04-27 00:00:00,1,49.69,49.69,France,Beauty
C1530,2022-05-01 00:00:00,1,231.98,231.98,UK,Home & Garden
C0685,2022-05-14 00:00:00,-1,23.48,23.48,Germany,Clothing
C1631,2022-04-22 00:00:00,1,0.0,29.52,UK,Home & Garden
C1230,2022-08-11 00:00:00,1,38.79,30.15,,Books
C0830,2022-06-30 00:00:00,1,22.05,22.05,Spain,Clothing
C0242,2022-06-24 00:00:00,1,37.86,37.86,UK,Beauty
C1786,2022-11-28 00:00:00,1,527.21,527.21,Spain,Electronics
C0680,2023-11-03 00:00:00,1,33.47,33.47,,Books
C0978,2022-11-24 00:00:00,1,76.01,76.01,France,Beauty
C1077,2022-04-16 00:00:00,1,281.72,281.72,Spain,Home & Garden
C0894,2022-06-09 00:00:00,1,273.81,222.13,Germany,Home & Garden
C1551,2022-12-01 00:00:00,4,10.87,43.47,UK,Books
C0919,2022-08-18 00:00:00,1,228.86,228.86,,Home & Garden
C1483,2022-11-17 00:00:00,2,21.53,43.06,UK,Books
C0606,2022-08-19 00:00:00,1,144.2,144.2,Netherlands,Sports
C1652,2022-11-10 00:00:00,1,313.43,313.43,France,Sports
C0921,2022-12-01 00:00:00,1,554.39,554.39,UK,Sports
C0883,2022-03-12 00:00:00,1,471.35,471.35,Netherlands,Electronics
,2022-06-08 00:00:00,1,221.27,221.27,UK,Electronics
C0585,2022-08-26 00:00:00,1,84.74,84.74,UK,Beauty
C0803,2022-08-09 00:00:00,1,66.07,66.07,France,Beauty
C0445,2023-01-09 00:00:00,1,80.99,80.99,France,Beauty
C1763,2023-09-20 00:00:00,1,181.44,181.44,Spain,Sports
C0252,2022-12-28 00:00:00,1,198.06,198.06,Netherlands,Sports
C0040,2022-11-01 00:00:00,1,33.65,33.65,Spain,Beauty
C1441,2022-05-30 00:00:00,1,567.91,567.91,Spain,Electronics
C1103,2022-10-31 00:00:00,2,180.2,360.4,UK,Sports
C0966,2023-09-24 00:00:00,1,413.51,413.51,Germany,Sports
C0628,2022-04-30 00:00:00,1,164.17,164.17,UK,Clothing
C1420,2023-08-12 00:00:00,1,12.17,12.17,UK,Beauty
C0664,2022-09-08 00:00:00,4,104.27,417.08,,Clothing
C0631,2023-04-20 00:00:00,1,479.25,479.25,UK,Sports
C1514,2022-11-22 00:00:00,1,92.29,92.29,UK,Clothing
C0178,2023-06-24 00:00:00,1,156.41,156.41,France,Sports
C1791,2022-10-24 00:00:00,1,12.7,12.7,,Beauty
C1814,2022-11-05 00:00:00,2,114.2,228.41,France,Home & Garden
C1702,2023-05-22 00:00:00,1,33.79,33.79,UK,Books
C0812,2023-03-09 00:00:00,1,111.22,111.22,UK,Clothing
C0764,2022-07-19 00:00:00,1,61.9,61.9,Italy,Home & Garden
C0075,2022-08-30 00:00:00,1,33.94,33.94,,Beauty
C1186,2022-05-31 00:00:00,1,155.01,155.01,UK,Clothing
C0357,2022-01-18 00:00:00,1,22.86,22.86,Netherlands,Books
C1320,2022-06-05 00:00:00,1,29.53,29.53,UK,Beauty
C0366,2022-10-14 00:00:00,1,61.5,61.5,UK,Sports
C1015,2022-04-18 00:00:00,1,591.64,591.64,,Sports
C0489,2022-05-22 00:00:00,2,13.4,26.8,,Beauty
C0505,2022-12-05 00:00:00,1,244.32,244.32,Germany,Home & Garden
C1238,2022-05-21 00:00:00,1,205.95,205.95,UK,Sports
C1293,2022-10-08 00:00:00,1,37.88,37.88,Spain,Books
C1611,2023-11-27 00:00:00,1,257.63,257.63,UK,Home & Garden
C1534,2023-04-11 00:00:00,1,46.32,46.32,Spain,Books
C0823,2023-03-27 00:00:00,4,39.16,114.64,Germany,Clothing
C0411,2022-06-18 00:00:00,1,28.35,28.35,Germany,Books
C0386,2022-05-08 00:00:00,2,152.03,304.06,UK,Clothing
C1555,2023-01-01 00:00:00,2,24.64,49.27,France,Beauty
C0339,2022-04-07 00:00:00,1,19.73,19.73,Italy,Clothing
C0337,2022-09-11 00:00:00,1,21.96,21.96,Spain,Books
C0356,2023-01-06 00:00:00,1,124.73,124.73,UK,Clothing
C0928,2023-07-04 00:00:00,4,91.62,366.49,Germany,Sports
C1511,2023-02-21 00:00:00,1,17.15,17.15,France,Books
C0819,2022-07-18 00:00:00,1,74.29,74.29,UK,Electronics
C0561,2022-02-08 00:00:00,1,287.37,287.37,Netherlands,Sports
C1326,2022-07-23 00:00:00,1,176.25,176.25,France,Clothing
C0968,2022-12-01 00:00:00,1,13.41,13.41,UK,Beauty
C1311,2023-03-19 00:00:00,1,594.01,594.01,UK,Sports
C1167,2022-11-29 00:00:00,1,211.38,211.38,France,Electronics
C1598,2023-08-05 00:00:00,1,17.28,17.28,Germany,Home & Garden
C1320,2022-07-10 00:00:00,2,49.07,98.13,UK,Beauty
C0438,2022-11-28 00:00:00,1,403.88,403.88,Germany,Electronics
C0163,2022-06-30 00:00:00,1,323.82,323.82,,Sports
C1366,2023-03-01 00:00:00,1,55.89,55.89,UK,Home & Garden
C1565,2023-01-03 00:00:00,1,22.35,22.35,Germany,Clothing
C0575,2023-05-31 00:00:00,1,56.4,56.4,,Beauty
C1598,2023-10-19 00:00:00,1,41.52,41.52,Germany,Clothing
C0434,2022-05-25 00:00:00,4,40.46,161.86,UK,Books
C0333,2022-01-14 00:00:00,1,170.25,170.25,Germany,Home & Garden
C0207,2023-01-01 00:00:00,1,206.28,206.28,UK,Electronics
C0133,2023-03-14 00:00:00,1,19.57,19.57,UK,Clothing
C1680,2022-09-07 00:00:00,1,63.21,63.21,France,Sports
C1488,2022-03-01 00:00:00,1,158.6,158.6,Spain,Clothing
C1714,2022-11-20 00:00:00,1,173.85,173.85,Italy,Sports
C0753,2022-11-29 00:00:00,1,358.43,358.43,UK,Electronics
C0622,2022-04-16 00:00:00,1,14.65,14.65,UK,Beauty
C0119,2023-04-21 00:00:00,1,208.6,208.6,UK,Home & Garden
C1264,2023-02-25 00:00:00,1,361.99,361.99,Germany,Electronics
C0782,2022-07-11 00:00:00,2,280.63,561.27,UK,Electronics
C1593,2023-01-11 00:00:00,1,46.5,46.5,France,Books
C0904,2022-12-15 00:00:00,1,13.07,13.07,Germany,Beauty
C1593,2023-01-17 00:00:00,4,39.21,156.83,France,Home & Garden
C1646,2023-09-22 00:00:00,1,170.06,170.06,UK,Home & Garden
C0505,2022-08-26 00:00:00,1,246.88,246.88,Germany,Home & Garden
C0202,2022-09-22 00:00:00,1,15.88,15.88,UK,Books
C1508,2022-04-22 00:00:00,1,15.06,15.06,Italy,Beauty
C0256,2023-09-01 00:00:00,1,112.7,112.7,,Sports
C0381,2023-02-09 00:00:00,1,117.17,103.35,Spain,Electronics
C1393,2022-09-18 00:00:00,1,293.66,293.66,,Home & Garden
C1782,2023-10-26 00:00:00,1,54.87,54.87,Netherlands,Clothing
C0351,2022-06-29 00:00:00,1,95.12,95.12,,Clothing
C0740,2023-01-29 00:00:00,1,97.27,97.27,UK,Home & Garden
C1805,2022-05-27 00:00:00,3,80.89,242.67,UK,Beauty
C0009,2023-03-21 00:00:00,1,148.66,148.66,UK,Clothing
C1789,2022-07-29 00:00:00,1,496.54,496.54,Spain,Sports
C1168,2022-08-15 00:00:00,1,292.83,292.83,,Sports
C0026,2022-12-26 00:00:00,1,103.98,103.98,Netherlands,Clothing
C0545,2022-08-24 00:00:00,1,285.3,285.3,Germany,Sports
C0319,2023-02-16 00:00:00,2,43.27,86.54,Netherlands,Beauty
C1783,2023-01-05 00:00:00,1,18.58,18.58,Germany,Clothing
C1367,2022-04-04 00:00:00,1,487.97,487.97,France,Sports
C0993,2022-02-16 00:00:00,1,13.7,13.7,Spain,Clothing
C0273,2022-12-09 00:00:00,1,291.87,291.87,UK,Sports
C0982,2022-03-03 00:00:00,2,238.02,476.04,Germany,Sports
C0222,2023-04-26 00:00:00,4,13.97,55.87,France,Books
C1595,2022-05-10 00:00:00,1,129.65,129.65,UK,Electronics
C0261,2022-08-07 00:00:00,1,42.18,42.18,France,Beauty
C1223,2023-03-26 00:00:00,1,185.4,185.4,Germany,Clothing
C1355,2023-07-05 00:00:00,3,28.43,85.28,Italy,Books
C1366,2022-09-12 00:00:00,1,681.94,681.94,UK,Electronics
C0632,2022-02-28 00:00:00,1,463.94,463.94,,Sports
C1613,2022-05-06 00:00:00,3,309.59,928.76,Germany,Sports
C1025,2022-08-20 00:00:00,3,7.87,23.61,Italy,Books
C0615,2022-04-05 00:00:00,1,13.85,13.85,Germany,Beauty
C0157,2022-11-05 00:00:00,1,24.69,24.69,UK,Books
C0793,2022-09-10 00:00:00,1,19.61,19.61,Italy,Clothing
C0955,2022-02-18 00:00:00,1,21.01,21.01,,Beauty
C0025,2023-08-23 00:00:00,1,19.11,19.11,UK,Beauty
C0507,2023-03-27 00:00:00,1,59.32,59.32,Germany,Beauty
C1361,2023-05-08 00:00:00,1,80.29,80.29,Germany,Beauty
C0302,2023-12-14 00:00:00,1,427.22,427.22,Netherlands,Sports
C0257,2022-01-07 00:00:00,3,18.43,55.28,France,Books
C0516,2022-05-16 00:00:00,1,552.91,552.91,UK,Sports
C0958,2023-02-13 00:00:00,3,38.93,116.8,,Books
C0802,2022-05-22 00:00:00,1,529.18,529.18,UK,Sports
C1606,2022-07-16 00:00:00,1,541.98,405.41,Netherlands,Sports
C0776,2023-01-12 00:00:00,1,32.1,32.1,Italy,Books
C0551,2022-12-22 00:00:00,1,51.02,51.02,France,Beauty
C0516,2022-01-01 00:00:00,1,59.93,59.93,UK,Sports
C1678,2023-05-20 00:00:00,1,61.5,61.5,UK,Home & Garden
C0336,2023-01-15 00:00:00,1,592.26,592.26,France,Electronics
C0557,2023-02-15 00:00:00,1,25.52,25.52,Germany,Sports
C1358,2022-01-15 00:00:00,1,131.93,131.93,Spain,Home & Garden
C0655,2023-11-26 00:00:00,1,41.39,41.39,UK,Books
C1426,2022-09-01 00:00:00,5,125.18,625.9,UK,Clothing
C0449,2022-05-27 00:00:00,2,95.75,191.51,Netherlands,Electronics
C1230,2022-07-29 00:00:00,1,9.69,9.69,,Books
C1052,2022-08-19 00:00:00,1,84.11,84.11,Germany,Electronics
C0884,2022-12-24 00:00:00,1,252.28,252.28,UK,Electronics
C1513,2023-01-25 00:00:00,1,862.32,862.32,Netherlands,Electronics
C0337,2023-02-01 00:00:00,1,21.59,21.59,Spain,Books
C1270,2023-01-13 00:00:00,1,279.9,279.9,Italy,Home & Garden
C0067,2022-11-21 00:00:00,1,551.4,551.4,,Sports
C0607,2022-06-22 00:00:00,1,15.02,15.02,UK,Beauty
C1424,2022-07-13 00:00:00,1,281.7,281.7,UK,Sports
C0445,2022-12-25 00:00:00,2,628.28,1256.56,France,Electronics
C1783,2023-03-16 00:00:00,1,46.29,46.29,Germany,Books
C0016,2023-04-03 00:00:00,1,43.49,43.49,UK,Books
C0511,2023-03-14 00:00:00,1,47.3,47.3,Germany,Electronics
C0928,2022-12-07 00:00:00,1,385.28,385.28,Germany,Sports
C1228,2022-08-22 00:00:00,1,29.42,29.42,Italy,Books
C1745,2022-05-14 00:00:00,1,259.57,259.57,Spain,Home & Garden
C0106,2022-10-12 00:00:00,1,328.4,328.4,France,Electronics
C1712,2023-01-28 00:00:00,1,502.6,502.6,UK,Sports
C1622,2022-04-19 00:00:00,1,102.5,102.5,UK,Home & Garden
C1046,2023-01-26 00:00:00,2,40.7,81.39,,Clothing
C0938,2022-07-02 00:00:00,1,42.92,42.92,UK,Books
C0010,2022-10-22 00:00:00,1,41.68,41.68,France,Books
C1490,2022-12-21 00:00:00,1,101.85,101.85,Italy,Clothing
C0553,2023-01-31 00:00:00,1,166.11,166.11,Italy,Clothing
C0604,2023-01-31 00:00:00,2,163.34,326.68,Germany,Clothing
C0849,2023-09-09 00:00:00,1,24.08,24.08,France,Sports
C0183,2022-03-08 00:00:00,1,32.7,32.7,Germany,Clothing
C1532,2023-03-06 00:00:00,1,36.18,36.18,Netherlands,Books
C0716,2022-04-29 00:00:00,1,145.66,145.66,UK,Sports
C0491,2023-03-03 00:00:00,1,250.93,250.93,Spain,Home & Garden
C1770,2022-07-09 00:00:00,1,285.46,285.46,Germany,Home & Garden
C1230,2022-06-11 00:00:00,2,317.36,634.72,,Electronics
C1411,2022-05-25 00:00:00,1,45.93,45.93,,Beauty
C0631,2022-11-13 00:00:00,1,46.38,46.38,UK,Books
C1471,2022-02-23 00:00:00,1,148.4,148.4,UK,Home & Garden
C0987,2023-02-18 00:00:00,1,104.13,104.13,,Clothing
C0154,2022-12-17 00:00:00,1,123.45,123.45,Netherlands,Clothing
C1167,2022-07-22 00:00:00,3,17.36,52.09,France,Beauty
C0820,2023-06-04 00:00:00,1,5.98,4.58,Netherlands,Books
C0814,2022-08-06 00:00:00,2,819.89,1639.79,Germany,Electronics
C1526,2022-04-07 00:00:00,1,416.93,416.93,Germany,Electronics
C1706,2022-05-30 00:00:00,1,760.83,760.83,UK,Electronics
C0774,2023-01-13 00:00:00,1,267.31,234.98,UK,Home & Garden
C1022,2023-05-23 00:00:00,1,9.2,9.2,UK,Books
C0316,2022-12-27 00:00:00,1,62.21,62.21,UK,Beauty
C1722,2022-05-02 00:00:00,2,48.33,96.66,UK,Books
C1203,2022-05-29 00:00:00,2,62.99,125.97,Spain,Clothing
C0067,2022-12-14 00:00:00,1,155.29,155.29,,Home & Garden
C0293,2022-11-07 00:00:00,1,269.59,269.59,,Electronics
C1372,2023-03-17 00:00:00,4,36.61,146.44,Germany,Beauty
C0668,2022-09-27 00:00:00,1,216.12,216.12,UK,Electronics
C0067,2023-12-10 00:00:00,1,29.39,29.39,,Clothing
C0406,2023-12-19 00:00:00,1,242.27,242.27,,Home & Garden
C0191,2023-10-14 00:00:00,1,31.66,31.66,Italy,Books
C1333,2023-01-31 00:00:00,1,554.22,554.22,Italy,Electronics
C0987,2022-07-17 00:00:00,2,47.92,95.84,,Home & Garden
C1745,2022-05-04 00:00:00,1,80.78,80.78,Spain,Clothing
C0731,2022-09-16 00:00:00,1,354.16,354.16,UK,Sports
C0804,2022-06-16 00:00:00,1,173.71,173.71,Spain,Electronics
C1830,2022-06-20 00:00:00,1,291.78,291.78,Germany,Home & Garden
C0191,2023-07-02 00:00:00,1,173.88,173.88,Italy,Clothing
C0028,2022-02-26 00:00:00,1,235.87,235.87,Netherlands,Sports
C1372,2022-06-21 00:00:00,1,182.13,182.13,Germany,Clothing
C1422,2022-09-28 00:00:00,1,133.68,133.68,France,Clothing
C0907,2022-07-29 00:00:00,1,158.76,158.76,France,Sports
C0787,2022-12-06 00:00:00,1,199.08,167.54,,Sports
C1750,2023-10-11 00:00:00,1,58.22,58.22,UK,Beauty
C1340,2023-04-17 00:00:00,2,42.26,84.52,UK,Clothing
C0256,2022-06-02 00:00:00,1,54.53,54.53,,Beauty
C1539,2022-04-16 00:00:00,1,63.48,63.48,Germany,Beauty
C0533,2022-08-21 00:00:00,1,113.44,113.44,UK,Clothing
C0133,2022-11-09 00:00:00,1,72.16,72.16,UK,Clothing
C0230,2023-07-11 00:00:00,1,517.87,517.87,France,Sports
C1376,2023-09-15 00:00:00,1,127.01,127.01,Netherlands,Clothing
C0903,2023-05-01 00:00:00,1,456.62,456.62,UK,Sports
C1068,2022-04-17 00:00:00,1,360.55,360.55,UK,Sports
C1632,2022-01-06 00:00:00,3,520.61,1561.84,Germany,Electronics
C1175,2023-02-18 00:00:00,1,38.08,32.22,Germany,Beauty
C0384,2023-01-01 00:00:00,2,45.29,90.58,UK,Beauty
C1289,2023-03-27 00:00:00,1,67.04,67.04,UK,Beauty
C1278,2023-09-11 00:00:00,1,30.86,30.86,Netherlands,Books
C1702,2023-05-30 00:00:00,1,69.91,69.91,UK,Beauty
C0317,2023-02-14 00:00:00,1,28.17,28.17,,Beauty
C0022,2023-06-13 00:00:00,1,124.6,124.6,,Electronics
C0252,2022-09-17 00:00:00,5,65.15,241.91,Netherlands,Beauty
C0423,2023-10-30 00:00:00,1,270.79,270.79,UK,Sports
C1319,2022-11-09 00:00:00,1,28.74,28.74,Germany,Books
C0099,2022-05-17 00:00:00,1,214.58,214.58,Netherlands,Sports
C0243,2022-10-14 00:00:00,1,63.32,63.32,Italy,Clothing
C1326,2023-04-15 00:00:00,1,256.66,256.66,France,Home & Garden
C1179,2023-01-10 00:00:00,1,63.9,63.9,UK,Beauty
C1771,2023-03-18 00:00:00,1,18.69,18.69,UK,Electronics
C1409,2023-03-12 00:00:00,1,683.5,683.5,UK,Electronics
C1743,2023-09-28 00:00:00,1,451.78,451.78,,Sports
C0073,2022-08-02 00:00:00,1,143.28,143.28,UK,Home & Garden
C0693,2022-12-23 00:00:00,1,6.82,6.82,UK,Books
C1274,2022-05-02 00:00:00,1,30.4,30.4,,Books
C0353,2022-09-23 00:00:00,5,50.46,252.32,,Beauty
C0604,2023-02-24 00:00:00,1,625.71,625.71,Germany,Electronics
C0100,2022-02-08 00:00:00,1,41.15,41.15,,Books
C1302,2023-11-03 00:00:00,1,21.86,21.86,Netherlands,Clothing
C0239,2022-07-01 00:00:00,1,130.61,130.61,,Home & Garden
C0790,2023-10-30 00:00:00,1,35.05,35.05,UK,Books
C1446,2022-11-14 00:00:00,-1,530.35,530.35,UK,Electronics
C0271,2022-08-21 00:00:00,1,86.4,86.4,UK,Beauty
C1802,2022-12-12 00:00:00,1,159.03,159.03,,Electronics
C1564,2022-08-27 00:00:00,1,309.19,309.19,UK,Sports
C0973,2022-05-02 00:00:00,1,826.55,826.55,UK,Electronics
C0044,2022-08-07 00:00:00,1,25.68,25.68,France,Sports
C0802,2022-04-17 00:00:00,1,77.16,77.16,UK,Home & Garden
C1367,2022-03-19 00:00:00,1,297.34,297.34,France,Home & Garden
C0266,2023-02-18 00:00:00,1,68.88,68.88,UK,Home & Garden
C0853,2022-08-02 00:00:00,1,230.55,230.55,Italy,Sports
C0491,2022-12-15 00:00:00,1,68.71,68.71,Spain,Clothing
C0220,2023-05-27 00:00:00,1,22.58,22.58,UK,Books
C0480,2022-08-15 00:00:00,1,357.21,357.21,,Sports
C0484,2022-04-28 00:00:00,1,381.55,381.55,Netherlands,Sports
C0148,2022-04-13 00:00:00,1,557.67,557.67,France,Sports
C0883,2022-04-11 00:00:00,1,272.95,272.95,Netherlands,Home & Garden
C1514,2022-07-25 00:00:00,1,7.3,7.3,UK,Books
C0828,2022-05-11 00:00:00,1,250.13,250.13,France,Electronics
C1026,2022-09-07 00:00:00,1,219.66,219.66,France,Sports
C0878,2022-02-14 00:00:00,1,355.74,279.55,Netherlands,Sports
C0576,2022-12-19 00:00:00,5,35.53,177.67,Germany,Books
C1149,2023-07-05 00:00:00,1,691.52,691.52,UK,Electronics
C0911,2022-11-24 00:00:00,1,22.93,22.93,Spain,Books
C1743,2022-08-14 00:00:00,1,660.4,660.4,,Electronics
C0440,2022-12-10 00:00:00,1,141.3,112.4,UK,Home & Garden
C1168,2022-10-27 00:00:00,1,154.89,154.89,,Clothing
C1288,2022-05-23 00:00:00,1,65.18,65.18,,Clothing
C0061,2022-08-06 00:00:00,1,162.06,162.06,UK,Home & Garden
C0843,2022-04-25 00:00:00,1,35.1,27.97,Spain,Beauty
C0316,2023-04-24 00:00:00,2,512.52,1025.04,UK,Electronics
C0928,2023-09-20 00:00:00,1,617.09,617.09,Germany,Electronics
C1800,2022-04-02 00:00:00,1,37.89,29.87,UK,Books
C1274,2022-04-17 00:00:00,4,25.79,103.16,,Books
C1344,2022-11-25 00:00:00,1,251.71,251.71,Spain,Home & Garden
C1525,2023-04-21 00:00:00,2,20.87,41.73,UK,Books
C0581,2022-09-03 00:00:00,2,674.56,1349.11,UK,Electronics
C0625,2022-10-31 00:00:00,1,173.97,173.97,UK,Clothing
C0532,2023-01-13 00:00:00,1,6.64,6.64,,Books
C0067,2023-02-08 00:00:00,1,81.81,81.81,,Beauty
C0802,2022-09-21 00:00:00,1,35.06,35.06,UK,Beauty
C1228,2022-04-26 00:00:00,1,294.37,294.37,Italy,Home & Garden
C0223,2023-01-12 00:00:00,1,42.02,42.02,Spain,Home & Garden
C0480,2023-07-08 00:00:00,1,225.13,225.13,,Home & Garden
C0880,2022-09-10 00:00:00,1,115.41,115.41,UK,Clothing
C1782,2023-12-16 00:00:00,1,48.06,48.06,Netherlands,Books
C0354,2022-02-10 00:00:00,1,58.61,58.61,,Beauty
C1064,2022-12-13 00:00:00,1,172.03,172.03,France,Clothing
C0206,2023-06-14 00:00:00,1,122.73,122.73,UK,Clothing
C1483,2022-09-27 00:00:00,1,528.25,528.25,UK,Sports
C0725,2023-03-01 00:00:00,1,21.43,21.43,UK,Books
C0940,2022-12-31 00:00:00,4,99.28,397.11,Spain,Clothing
C1587,2022-09-17 00:00:00,1,138.91,138.91,Germany,Clothing
C0849,2023-02-07 00:00:00,1,46.74,46.74,France,Books
C1361,2023-01-18 00:00:00,1,66.96,66.96,Germany,Beauty
C0115,2022-02-14 00:00:00,1,73.06,73.06,Germany,Beauty
C0507,2022-10-31 00:00:00,1,488.92,488.92,Germany,Electronics
C1422,2022-07-03 00:00:00,1,55.02,55.02,France,Clothing
C0941,2023-08-21 00:00:00,2,33.47,66.95,UK,Beauty
C1674,2022-12-27 00:00:00,1,30.28,30.28,Netherlands,Books
C0037,2023-11-28 00:00:00,1,459.64,459.64,,Sports
C1297,2023-02-21 00:00:00,1,47.59,47.59,,Sports
C0665,2022-08-03 00:00:00,1,284.42,284.42,UK,Sports
C1578,2023-01-07 00:00:00,1,844.5,844.5,UK,Electronics
C1597,2023-05-06 00:00:00,1,16.3,16.3,UK,Books
C1304,2023-03-04 00:00:00,1,17.77,17.77,Germany,Books
C1442,2023-04-05 00:00:00,1,199.12,199.12,UK,Electronics
C0681,2023-02-05 00:00:00,1,29.72,29.72,,Books
C1772,2022-02-02 00:00:00,1,344.6,344.6,France,Sports
C1278,2022-10-14 00:00:00,1,179.86,179.86,Netherlands,Clothing
C0067,2023-01-20 00:00:00,1,215.82,215.82,,Home & Garden
C1718,2023-04-06 00:00:00,1,10.26,10.26,,Books
C0193,2022-06-30 00:00:00,1,85.28,85.28,,Beauty
C1661,2022-05-21 00:00:00,1,894.64,894.64,UK,Electronics
C0939,2022-09-16 00:00:00,1,39.98,39.98,,Books
C0932,2022-07-18 00:00:00,1,311.15,311.15,Germany,Sports
C1658,2022-09-24 00:00:00,2,27.53,55.06,Germany,Books
C0374,2022-06-08 00:00:00,1,191.54,191.54,UK,Sports
C1464,2023-01-31 00:00:00,4,66.11,264.45,UK,Beauty
C1791,2022-11-03 00:00:00,1,260.59,260.59,,Home & Garden
C0073,2022-10-07 00:00:00,1,222.6,222.6,UK,Sports
C1831,2022-07-07 00:00:00,1,39.92,39.92,,Books
C1551,2022-07-11 00:00:00,1,36.74,36.74,UK,Home & Garden
C1716,2022-10-08 00:00:00,1,96.28,96.28,Italy,Sports
C0681,2022-11-06 00:00:00,1,13.93,13.93,,Books
C0055,2022-06-23 00:00:00,1,43.36,43.36,UK,Beauty
C0225,2022-09-22 00:00:00,1,43.73,43.73,France,Books
C0773,2022-07-27 00:00:00,1,66.23,66.23,,Beauty
C1557,2022-09-05 00:00:00,1,547.59,547.59,Spain,Electronics
C1000,2023-10-25 00:00:00,1,62.17,62.17,UK,Clothing
C1521,2022-12-15 00:00:00,1,17.65,17.65,UK,Beauty
C0210,2023-03-09 00:00:00,1,51.51,51.51,Netherlands,Beauty
C1486,2022-10-21 00:00:00,1,566.87,566.87,France,Sports
C0236,2023-12-09 00:00:00,1,216.65,216.65,UK,Electronics
C1105,2023-03-31 00:00:00,1,696.48,563.81,France,Electronics
C0652,2022-07-24 00:00:00,2,58.94,117.88,UK,Beauty
C0308,2023-04-30 00:00:00,1,278.06,278.06,Spain,Sports
C0454,2022-02-27 00:00:00,1,50.3,50.3,UK,Electronics
C1010,2023-01-13 00:00:00,1,120.26,120.26,France,Clothing
C1316,2023-01-31 00:00:00,4,42.54,170.15,,Books
C0067,2022-11-28 00:00:00,1,99.23,99.23,,Home & Garden
C1567,2022-09-02 00:00:00,1,891.71,891.71,Netherlands,Electronics
C1306,2023-09-29 00:00:00,1,94.87,94.87,Italy,Home & Garden
C0633,2022-01-17 00:00:00,1,39.9,39.9,UK,Beauty
C1496,2022-09-17 00:00:00,1,150.79,150.79,Italy,Clothing
C1641,2022-07-21 00:00:00,1,282.38,282.38,UK,Home & Garden
C1302,2023-04-08 00:00:00,1,87.16,87.16,Netherlands,Home & Garden
C1365,2022-08-08 00:00:00,1,165.47,165.47,,Clothing
C1662,2023-01-12 00:00:00,1,30.57,30.57,Spain,Books
C1412,2022-04-11 00:00:00,1,113.12,113.12,UK,Clothing
C1490,2022-08-30 00:00:00,1,553.22,553.22,Italy,Sports
C0956,2022-05-22 00:00:00,1,280.71,280.71,Germany,Home & Garden
C1593,2023-07-20 00:00:00,1,100.09,100.09,France,Home & Garden
C0751,2022-11-05 00:00:00,1,43.01,43.01,UK,Books
